atemp,hum,windspeed,hr_cos,hr_sin,mnth_sin,mnth_cos,weekday_sin,weekday_cos,season_2,season_3,season_4,holiday_1,workingday_1,weathersit_2,weathersit_3,weathersit_4,yr_1
-1.0932806043146361,0.9473724999661597,-1.5538885118643786,1.4183616574417703,0.006378975414055296,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,False,False,False,False
-1.1817322671308335,0.8955386933154696,-1.5538885118643786,1.370193321755289,0.3725666880150075,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,False,False,False,False
-1.1817322671308335,0.8955386933154696,-1.5538885118643786,1.2289709071709405,0.7137993131560124,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,False,False,False,False
-1.0932806043146361,0.6363696600620191,-1.5538885118643786,1.0043184878615732,1.0068224113472866,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,False,False,False,False
-1.0932806043146361,0.6363696600620191,-1.5538885118643786,0.711545754947444,1.2316669426906601,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,False,False,False,False
-1.2696020111127138,0.6363696600620191,-0.8214836522335098,0.3706046863468332,1.3730101239482388,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,True,False,False,False
-1.1817322671308335,0.8955386933154696,-1.5538885118643786,0.004729852453117312,1.4212196508979698,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,False,False,False,False
-1.2696020111127138,1.2065415332196097,-1.5538885118643786,-0.36114498144059864,1.3730101239482388,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,False,False,False,False
-1.0932806043146361,0.6363696600620191,-1.5538885118643786,-0.702086050041209,1.2316669426906601,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,False,False,False,False
-0.7406377907184809,0.6882034667127092,-1.5538885118643786,-0.9948587829553384,1.0068224113472866,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,False,False,False,False
-0.476446639938523,0.6882034667127092,0.5198962301931148,-1.2195112022647059,0.7137993131560124,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,False,False,False,False
-0.8290894535346782,0.9473724999661597,0.7643036554493984,-1.3607336168490545,0.37256668801500786,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,False,False,False,False
-0.30012523314044504,0.7400372733633993,0.7643036554493984,-1.408901952535536,0.00637897541405547,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,False,False,False,False
-0.12380382634236739,0.4808682401099487,0.8860986600085493,-1.3607336168490545,-0.35980873718689693,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,True,False,False,False
-0.12380382634236739,0.4808682401099487,0.7643036554493984,-1.219511202264706,-0.7010413623279015,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,True,False,False,False
-0.2116735703242477,0.7400372733633993,0.8860986600085493,-0.994858782955339,-0.9940644605191756,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,True,False,False,False
-0.30012523314044504,0.9992063066168493,0.8860986600085493,-0.7020860500412099,-1.2189089918625495,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,True,False,False,False
-0.2116735703242477,0.9992063066168493,0.7643036554493984,-0.36114498144059864,-1.3602521731201285,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,True,False,False,False
-0.30012523314044504,1.31020914652099,0.5198962301931148,0.004729852453116965,-1.4084617000698592,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,False,True,False,False
-0.30012523314044504,1.31020914652099,0.5198962301931148,0.3706046863468326,-1.3602521731201285,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,False,True,False,False
-0.38799497712232534,1.2583753398703,0.5198962301931148,0.711545754947444,-1.2189089918625495,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,True,False,False,False
-0.38799497712232534,1.2583753398703,0.03189879581852941,1.0043184878615727,-0.9940644605191764,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,True,False,False,False
-0.38799497712232534,1.62121198642513,0.2763062210748125,1.22897090717094,-0.7010413623279026,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,True,False,False,False
-0.12380382634236739,1.31020914652099,0.8860986600085493,1.3701933217552889,-0.35980873718689804,0.71664743355976,1.2310306959536166,-1.1018064745653169,0.8763911509766369,False,False,False,False,False,True,False,False,False
-0.12380382634236739,1.31020914652099,0.8860986600085493,1.4183616574417703,0.006378975414055296,0.71664743355976,1.2310306959536166,0.004658976163787562,1.4084896986178026,False,False,False,False,False,True,False,False,False
-0.2116735703242477,1.62121198642513,0.5198962301931148,1.370193321755289,0.3725666880150075,0.71664743355976,1.2310306959536166,0.004658976163787562,1.4084896986178026,False,False,False,False,False,True,False,False,False
-0.30012523314044504,1.9322148263292707,0.7643036554493984,1.2289709071709405,0.7137993131560124,0.71664743355976,1.2310306959536166,0.004658976163787562,1.4084896986178026,False,False,False,False,False,True,False,False,False
-0.12380382634236739,1.62121198642513,0.03189879581852941,1.0043184878615732,1.0068224113472866,0.71664743355976,1.2310306959536166,0.004658976163787562,1.4084896986178026,False,False,False,False,False,True,False,False,False
-0.12380382634236739,1.62121198642513,0.03189879581852941,0.711545754947444,1.2316669426906601,0.71664743355976,1.2310306959536166,0.004658976163787562,1.4084896986178026,False,False,False,False,False,True,False,False,False
-0.30012523314044504,0.7400372733633993,0.8860986600085493,0.004729852453117312,1.4212196508979698,0.71664743355976,1.2310306959536166,0.004658976163787562,1.4084896986178026,False,False,False,False,False,False,True,False,False
-0.38799497712232534,0.6882034667127092,0.03189879581852941,-0.36114498144059864,1.3730101239482388,0.71664743355976,1.2310306959536166,0.004658976163787562,1.4084896986178026,False,False,False,False,False,True,False,False,False
-0.38799497712232534,0.4290344334592586,0.2763062210748125,-0.702086050041209,1.2316669426906601,0.71664743355976,1.2310306959536166,0.004658976163787562,1.4084896986178026,False,False,False,False,False,False,True,False,False
-0.476446639938523,0.6882034667127092,0.2763062210748125,-0.9948587829553384,1.0068224113472866,0.71664743355976,1.2310306959536166,0.004658976163787562,1.4084896986178026,False,False,False,False,False,True,False,False,False
-0.7406377907184809,0.9473724999661597,0.2763062210748125,-1.2195112022647059,0.7137993131560124,0.71664743355976,1.2310306959536166,0.004658976163787562,1.4084896986178026,False,False,False,False,False,True,False,False,False
